!GoldSim Version: 15.0.0257
!Model File: C:\Users\Pablo Sanhueza\Desktop\01_projects\MLP\31-PAO_FA_2028\02_model\A3\C1.2.1_MBIO V17_CD2024_Est_RU+V5+PA65+EVU+AC_E0_Calib_Esc2.1.1_Recirculacion_2025_PAO_FA_2028_volini.gsm
!Simulation Time: 29/07/2025 11:16
!Export Time: 29/07/2025 11:24
!Result Name: Resultados_anual
!Result Path: \Resultados_y_Dashboard\Resultados_2025
!Result Description: (none)
!Reporting Period: Anual
!Time Points: 36
!Realizations: 5
!Weights:	1	1	1	1	1

!Result: PPlant_from_RajoPel_med_sim
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2026"	71.74301	71.74301	71.74301	71.74301	71.74301	
"2027"	33.52974	33.52974	33.52974	33.52974	33.52974	
"2028"	29.33598	33.13725	36.58202	46.23105	55.37205	
"2029"	33.93277	34.38503	34.55073	37.73643	45.37422	
"2030"	33.95876	34.04379	34.04043	34.54203	40.48075	
"2031"	32.17256	32.07893	31.96162	31.90979	33.27365	
"2032"	29.75579	29.68067	29.60313	29.53074	29.51173	
"2033"	28.01958	27.97390	27.91663	27.86565	27.83958	
"2034"	51.70954	51.74932	51.79766	51.85368	51.89937	
"2035"	74.72118	74.95590	74.84897	74.80986	74.73457	
"2036"	70.97861	71.21807	70.75859	70.47385	70.16988	
"2037"	72.96158	72.97256	72.25649	71.73281	71.26326	
"2038"	75.47554	75.27300	74.37411	73.67050	73.08549	
"2039"	67.74401	67.45065	66.64101	65.97248	65.42769	
"2040"	58.16832	57.68194	56.66621	55.79791	55.11553	
"2041"	48.15244	47.66169	46.67881	45.85890	45.23024	
"2042"	40.79082	40.40816	39.61092	38.94828	38.43395	
"2043"	36.66269	36.57658	36.40001	36.26360	36.16232	
"2044"	36.78333	36.78027	36.76451	36.75589	36.74918	
"2045"	36.84884	36.85460	36.85606	36.85953	36.86163	
"2046"	35.55141	35.55987	35.56704	35.57441	35.57939	
"2047"	35.84467	35.85418	35.86314	35.87194	35.87778	
"2048"	36.61112	36.62066	36.62996	36.63896	36.64489	
"2049"	36.09332	36.10130	36.10921	36.11693	36.12284	
"2050"	36.58874	36.59592	36.60309	36.61008	36.61506	
"2051"	37.54026	37.54784	37.55543	37.56278	37.56816	
"2052"	36.67814	36.70260	36.74217	36.79379	36.83446	

!Result: PA_TM_a_Evap
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	110.7188	110.7188	110.7188	110.7188	110.7188	
"2018"	113.4801	113.4801	113.4801	113.4801	113.4801	
"2019"	114.5315	114.5315	114.5315	114.5315	114.5315	
"2020"	134.8811	134.8811	134.8811	134.8811	134.8811	
"2021"	193.3488	193.3488	193.3488	193.3488	193.3488	
"2022"	226.4708	226.4708	226.4708	226.4708	226.4708	
"2023"	254.6571	254.6571	254.6571	254.6571	254.6571	
"2024"	213.6030	213.6030	213.6030	213.6030	213.6030	
"2025"	199.3604	199.3604	199.3604	199.3604	199.3604	
"2026"	250.2170	250.2170	250.2170	250.2170	250.2170	
"2027"	273.4223	273.4223	273.4223	273.4223	273.4223	
"2028"	290.8023	289.6615	287.9492	282.1593	276.5477	
"2029"	297.5589	297.7798	298.2208	296.6495	291.9607	
"2030"	308.0005	308.4650	309.0062	309.1902	305.6195	
"2031"	325.2211	325.7798	326.3719	326.9037	326.3468	
"2032"	329.8268	330.3343	330.8582	331.3629	331.6898	
"2033"	340.0539	340.5123	340.9944	341.4580	341.7747	
"2034"	336.9322	337.3575	337.7955	338.2160	338.5066	
"2035"	335.1413	335.4341	335.9495	336.4067	336.7542	
"2036"	344.0046	344.2523	344.9431	345.5137	345.9764	
"2037"	339.5988	339.9721	340.8050	341.5071	342.0608	
"2038"	360.0228	360.5385	361.4954	362.3189	362.9505	
"2039"	374.0908	374.6500	375.5385	376.3279	376.9266	
"2040"	381.8575	382.4469	383.3483	384.1312	384.7141	
"2041"	388.1244	388.4257	389.0291	389.5324	389.9183	
"2042"	390.0515	390.2864	390.7758	391.1826	391.4984	
"2043"	391.9296	391.9825	392.0909	392.1746	392.2368	
"2044"	386.7402	386.7421	386.7518	386.7571	386.7612	
"2045"	398.7998	398.7962	398.7953	398.7932	398.7919	
"2046"	397.7779	397.7727	397.7683	397.7638	397.7607	
"2047"	397.5891	397.5832	397.5777	397.5723	397.5687	
"2048"	395.7452	395.7393	395.7336	395.7281	395.7245	
"2049"	402.1739	402.1689	402.1641	402.1593	402.1557	
"2050"	395.1905	395.1861	395.1816	395.1774	395.1743	
"2051"	396.9959	396.9912	396.9866	396.9821	396.9788	
"2052"	400.0713	400.0563	400.0320	400.0003	399.9754	

!Result: PA_TM_a_Rewetting
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	35.00840	35.00840	35.00840	35.00840	35.00840	
"2018"	36.09370	36.09370	36.09370	36.09370	36.09370	
"2019"	35.93175	35.93175	35.93175	35.93175	35.93175	
"2020"	45.39822	45.39822	45.39822	45.39822	45.39822	
"2021"	57.35786	57.35786	57.35786	57.35786	57.35786	
"2022"	61.24728	61.24728	61.24728	61.24728	61.24728	
"2023"	62.96866	62.96866	62.96866	62.96866	62.96866	
"2024"	55.43325	55.43325	55.43325	55.43325	55.43325	
"2025"	57.41570	57.41570	57.41570	57.41570	57.41570	
"2026"	68.18484	68.18484	68.18484	68.18484	68.18484	
"2027"	66.65114	66.65114	66.65114	66.65114	66.65114	
"2028"	80.40952	80.30728	80.04409	78.52007	77.01100	
"2029"	82.86229	82.93731	83.06502	82.70331	81.40199	
"2030"	85.81652	85.94995	86.10110	86.17608	85.21429	
"2031"	88.93980	89.09027	89.24950	89.39416	89.30423	
"2032"	91.81005	91.95033	92.09480	92.23372	92.32368	
"2033"	94.48178	94.60943	94.74389	94.87315	94.96141	
"2034"	93.15328	93.27233	93.39510	93.51317	93.59486	
"2035"	91.96259	92.04019	92.18106	92.30694	92.40211	
"2036"	94.92431	94.99258	95.18269	95.33974	95.46709	
"2037"	96.49782	96.60365	96.84011	97.03931	97.19637	
"2038"	98.74411	98.88574	99.15016	99.37768	99.55242	
"2039"	102.3026	102.4554	102.6984	102.9139	103.0774	
"2040"	105.9279	106.0983	106.3568	106.5829	106.7510	
"2041"	108.4204	108.5044	108.6728	108.8132	108.9209	
"2042"	109.6543	109.7204	109.8581	109.9726	110.0615	
"2043"	110.3093	110.3205	110.3436	110.3613	110.3744	
"2044"	110.1819	110.1822	110.1846	110.1857	110.1866	
"2045"	110.3609	110.3599	110.3596	110.3590	110.3587	
"2046"	110.5345	110.5332	110.5320	110.5308	110.5300	
"2047"	110.4835	110.4819	110.4804	110.4790	110.4780	
"2048"	110.3324	110.3309	110.3294	110.3279	110.3270	
"2049"	110.5115	110.5103	110.5091	110.5080	110.5071	
"2050"	110.3143	110.3132	110.3120	110.3109	110.3102	
"2051"	110.2260	110.2248	110.2237	110.2225	110.2217	
"2052"	110.3952	110.3922	110.3875	110.3816	110.3767	

!Result: MuroM_a_evap
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	13.50439	13.50439	13.50439	13.50439	13.50439	
"2018"	18.57286	18.57286	18.57286	18.57286	18.57286	
"2019"	22.34728	22.34728	22.34728	22.34728	22.34728	
"2020"	19.97309	19.97309	19.97309	19.97309	19.97309	
"2021"	23.27722	23.27722	23.27722	23.27722	23.27722	
"2022"	32.87745	32.87745	32.87745	32.87745	32.87745	
"2023"	38.18143	38.18143	38.18143	38.18143	38.18143	
"2024"	33.99356	33.99356	33.99356	33.99356	33.99356	
"2025"	26.09310	26.09310	26.09310	26.09310	26.09310	
"2026"	25.09626	25.09626	25.09626	25.09626	25.09626	
"2027"	28.90170	28.90170	28.90170	28.90170	28.90170	
"2028"	31.58156	31.58156	31.58156	31.58156	31.58156	
"2029"	32.40171	32.40171	32.40171	32.40171	32.40171	
"2030"	33.72244	33.72244	33.72244	33.72244	33.72244	
"2031"	36.62815	36.62815	36.62815	36.62815	36.62815	
"2032"	37.36691	37.36691	37.36691	37.36691	37.36691	
"2033"	38.65802	38.65802	38.65802	38.65802	38.65802	
"2034"	40.10223	40.10223	40.10223	40.10223	40.10223	
"2035"	42.20751	42.20751	42.20751	42.20751	42.20751	
"2036"	42.22408	42.22408	42.22408	42.22408	42.22408	
"2037"	41.00444	41.00444	41.00444	41.00444	41.00444	
"2038"	42.47160	42.47160	42.47160	42.47160	42.47160	
"2039"	42.59948	42.59948	42.59948	42.59948	42.59948	
"2040"	42.00164	42.00164	42.00164	42.00164	42.00164	
"2041"	41.71205	41.71205	41.71205	41.71205	41.71205	
"2042"	41.45319	41.45319	41.45319	41.45319	41.45319	
"2043"	41.38767	41.38767	41.38767	41.38767	41.38767	
"2044"	40.87682	40.87682	40.87682	40.87682	40.87682	
"2045"	42.08517	42.08517	42.08517	42.08517	42.08517	
"2046"	41.90358	41.90358	41.90358	41.90358	41.90358	
"2047"	41.90269	41.90269	41.90269	41.90269	41.90269	
"2048"	41.76554	41.76554	41.76554	41.76554	41.76554	
"2049"	42.37580	42.37580	42.37580	42.37580	42.37580	
"2050"	41.70878	41.70878	41.70878	41.70878	41.70878	
"2051"	41.94741	41.94741	41.94741	41.94741	41.94741	
"2052"	42.20168	42.20168	42.20168	42.20168	42.20168	

!Result: Dren_TM_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.4525183	0.4525183	0.4525183	0.4525183	0.4525183	
"2018"	0.4227581	0.4227581	0.4227581	0.4227581	0.4227581	
"2019"	0.4255436	0.4255436	0.4255436	0.4255436	0.4255436	
"2020"	0.3970990	0.3970990	0.3970990	0.3970990	0.3970990	
"2021"	0.4576151	0.4576151	0.4576151	0.4576151	0.4576151	
"2022"	0.4870221	0.4870221	0.4870221	0.4870221	0.4870221	
"2023"	0.5326877	0.5326877	0.5326877	0.5326877	0.5326877	
"2024"	0.4947652	0.4947652	0.4947652	0.4947652	0.4947652	
"2025"	0.4673980	0.4673980	0.4673980	0.4673980	0.4673980	
"2026"	0.4747722	0.4747722	0.4747722	0.4747722	0.4747722	
"2027"	0.4645273	0.4645273	0.4645273	0.4645273	0.4645273	
"2028"	0.4681069	0.4681069	0.4681069	0.4681069	0.4681069	
"2029"	0.4659540	0.4659540	0.4659540	0.4659540	0.4659540	
"2030"	0.4660832	0.4660832	0.4660832	0.4660832	0.4660832	
"2031"	0.4742766	0.4742766	0.4742766	0.4742766	0.4742766	
"2032"	0.4658388	0.4658388	0.4658388	0.4658388	0.4658388	
"2033"	0.4666586	0.4666586	0.4666586	0.4666586	0.4666586	
"2034"	0.4696923	0.4696923	0.4696923	0.4696923	0.4696923	
"2035"	0.4732924	0.4732924	0.4732924	0.4732924	0.4732924	
"2036"	0.4706813	0.4706813	0.4706813	0.4706813	0.4706813	
"2037"	0.4570857	0.4570857	0.4570857	0.4570857	0.4570857	
"2038"	0.4734405	0.4734405	0.4734405	0.4734405	0.4734405	
"2039"	0.4748660	0.4748660	0.4748660	0.4748660	0.4748660	
"2040"	0.4682018	0.4682018	0.4682018	0.4682018	0.4682018	
"2041"	0.4649736	0.4649736	0.4649736	0.4649736	0.4649736	
"2042"	0.4620880	0.4620880	0.4620880	0.4620880	0.4620880	
"2043"	0.4613577	0.4613577	0.4613577	0.4613577	0.4613577	
"2044"	0.4556632	0.4556632	0.4556632	0.4556632	0.4556632	
"2045"	0.4691328	0.4691328	0.4691328	0.4691328	0.4691328	
"2046"	0.4671085	0.4671085	0.4671085	0.4671085	0.4671085	
"2047"	0.4670987	0.4670987	0.4670987	0.4670987	0.4670987	
"2048"	0.4655699	0.4655699	0.4655699	0.4655699	0.4655699	
"2049"	0.4723725	0.4723725	0.4723725	0.4723725	0.4723725	
"2050"	0.4649371	0.4649371	0.4649371	0.4649371	0.4649371	
"2051"	0.4675972	0.4675972	0.4675972	0.4675972	0.4675972	
"2052"	0.4704316	0.4704316	0.4704316	0.4704316	0.4704316	

!Result: LagunaTQ_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.3075792	0.3075792	0.3075792	0.3075792	0.3075792	
"2018"	0.01029291	0.01029291	0.01029291	0.01029291	0.01029291	
"2019"	0.01369443	0.01369443	0.01369443	0.01369443	0.01369443	
"2020"	0.8340904	0.8340904	0.8340904	0.8340904	0.8340904	
"2021"	0.5660666	0.5660666	0.5660666	0.5660666	0.5660666	
"2022"	0.08059069	0.08059069	0.08059069	0.08059069	0.08059069	
"2023"	0.5269801	0.5269801	0.5269801	0.5269801	0.5269801	
"2024"	0.04132228	0.04132228	0.04132228	0.04132228	0.04132228	
"2025"	0.005456396	0.005456396	0.005456396	0.005456396	0.005456396	
"2026"	3.341983E-05	3.341983E-05	3.341983E-05	3.341983E-05	3.341983E-05	
"2027"	3.873107E-08	3.873107E-08	3.873107E-08	3.873107E-08	3.873107E-08	
"2028"	4.690190E-11	4.690190E-11	4.690190E-11	4.690190E-11	4.690190E-11	
"2029"	5.722864E-14	5.722864E-14	5.722864E-14	5.722864E-14	5.722864E-14	
"2030"	3.471184E-17	3.471184E-17	3.471184E-17	3.471184E-17	3.471184E-17	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: DrenTQ_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.2903820	0.2903820	0.2903820	0.2903820	0.2903820	
"2018"	0.2978306	0.2978306	0.2978306	0.2978306	0.2978306	
"2019"	0.3065460	0.3065460	0.3065460	0.3065460	0.3065460	
"2020"	0.2565615	0.2565615	0.2565615	0.2565615	0.2565615	
"2021"	0.1987179	0.1987179	0.1987179	0.1987179	0.1987179	
"2022"	0.2925955	0.2925955	0.2925955	0.2925955	0.2925955	
"2023"	0.2997080	0.2997080	0.2997080	0.2997080	0.2997080	
"2024"	0.2595925	0.2595925	0.2595925	0.2595925	0.2595925	
"2025"	0.1998586	0.1998586	0.1998586	0.1998586	0.1998586	
"2026"	0.2001874	0.2001874	0.2001874	0.2001874	0.2001874	
"2027"	0.1989228	0.1989228	0.1989228	0.1989228	0.1989228	
"2028"	0.1979229	0.1979229	0.1979229	0.1979229	0.1979229	
"2029"	0.1965280	0.1965280	0.1965280	0.1965280	0.1965280	
"2030"	0.2053834	0.2053834	0.2053834	0.2053834	0.2053834	
"2031"	0.1998485	0.1998485	0.1998485	0.1998485	0.1998485	
"2032"	0.1992175	0.1992175	0.1992175	0.1992175	0.1992175	
"2033"	0.1971013	0.1971013	0.1971013	0.1971013	0.1971013	
"2034"	0.2012099	0.2012099	0.2012099	0.2012099	0.2012099	
"2035"	0.2017683	0.2017683	0.2017683	0.2017683	0.2017683	
"2036"	0.1973338	0.1973338	0.1973338	0.1973338	0.1973338	
"2037"	0.2023978	0.2023978	0.2023978	0.2023978	0.2023978	
"2038"	0.2040493	0.2040493	0.2040493	0.2040493	0.2040493	
"2039"	0.1984326	0.1984326	0.1984326	0.1984326	0.1984326	
"2040"	0.2023785	0.2023785	0.2023785	0.2023785	0.2023785	
"2041"	0.2038576	0.2038576	0.2038576	0.2038576	0.2038576	
"2042"	0.1985946	0.1985946	0.1985946	0.1985946	0.1985946	
"2043"	0.1967068	0.1967068	0.1967068	0.1967068	0.1967068	
"2044"	0.2037395	0.2037395	0.2037395	0.2037395	0.2037395	
"2045"	0.2033010	0.2033010	0.2033010	0.2033010	0.2033010	
"2046"	0.1998358	0.1998358	0.1998358	0.1998358	0.1998358	
"2047"	0.1966697	0.1966697	0.1966697	0.1966697	0.1966697	
"2048"	0.2024833	0.2024833	0.2024833	0.2024833	0.2024833	
"2049"	0.2005066	0.2005066	0.2005066	0.2005066	0.2005066	
"2050"	0.2003623	0.2003623	0.2003623	0.2003623	0.2003623	
"2051"	0.1989119	0.1989119	0.1989119	0.1989119	0.1989119	
"2052"	0.2011163	0.2011163	0.2011163	0.2011163	0.2011163	

!Result: MuroTQ_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	1.006107	1.006107	1.006107	1.006107	1.006107	
"2018"	0.4733471	0.4733471	0.4733471	0.4733471	0.4733471	
"2019"	0.2508604	0.2508604	0.2508604	0.2508604	0.2508604	
"2020"	0.1582652	0.1582652	0.1582652	0.1582652	0.1582652	
"2021"	0.1958203	0.1958203	0.1958203	0.1958203	0.1958203	
"2022"	0.3927878	0.3927878	0.3927878	0.3927878	0.3927878	
"2023"	0.2592210	0.2592210	0.2592210	0.2592210	0.2592210	
"2024"	0.2979809	0.2979809	0.2979809	0.2979809	0.2979809	
"2025"	0.1984258	0.1984258	0.1984258	0.1984258	0.1984258	
"2026"	0.2105656	0.2105656	0.2105656	0.2105656	0.2105656	
"2027"	0.1674748	0.1674748	0.1674748	0.1674748	0.1674748	
"2028"	0.1732365	0.1732365	0.1732365	0.1732365	0.1732365	
"2029"	0.1845313	0.1845313	0.1845313	0.1845313	0.1845313	
"2030"	0.1995596	0.1995596	0.1995596	0.1995596	0.1995596	
"2031"	0.1786529	0.1786529	0.1786529	0.1786529	0.1786529	
"2032"	0.1794755	0.1794755	0.1794755	0.1794755	0.1794755	
"2033"	0.1846936	0.1846936	0.1846936	0.1846936	0.1846936	
"2034"	0.1823585	0.1823585	0.1823585	0.1823585	0.1823585	
"2035"	0.2024048	0.2024048	0.2024048	0.2024048	0.2024048	
"2036"	0.1838391	0.1838391	0.1838391	0.1838391	0.1838391	
"2037"	0.2027397	0.2027397	0.2027397	0.2027397	0.2027397	
"2038"	0.1922470	0.1922470	0.1922470	0.1922470	0.1922470	
"2039"	0.1617707	0.1617707	0.1617707	0.1617707	0.1617707	
"2040"	0.1699778	0.1699778	0.1699778	0.1699778	0.1699778	
"2041"	0.2068223	0.2068223	0.2068223	0.2068223	0.2068223	
"2042"	0.1851194	0.1851194	0.1851194	0.1851194	0.1851194	
"2043"	0.1694858	0.1694858	0.1694858	0.1694858	0.1694858	
"2044"	0.2009574	0.2009574	0.2009574	0.2009574	0.2009574	
"2045"	0.1991058	0.1991058	0.1991058	0.1991058	0.1991058	
"2046"	0.1727197	0.1727197	0.1727197	0.1727197	0.1727197	
"2047"	0.2089608	0.2089608	0.2089608	0.2089608	0.2089608	
"2048"	0.1868357	0.1868357	0.1868357	0.1868357	0.1868357	
"2049"	0.1986830	0.1986830	0.1986830	0.1986830	0.1986830	
"2050"	0.1912598	0.1912598	0.1912598	0.1912598	0.1912598	
"2051"	0.1960799	0.1960799	0.1960799	0.1960799	0.1960799	
"2052"	0.2020823	0.2020823	0.2020823	0.2020823	0.2020823	

!Result: PI_TQ_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	34.69845	34.69845	34.69845	34.69845	34.69845	
"2018"	24.19585	24.19585	24.19585	24.19585	24.19585	
"2019"	11.35913	11.35913	11.35913	11.35913	11.35913	
"2020"	12.05264	12.05264	12.05264	12.05264	12.05264	
"2021"	6.006708	6.006708	6.006708	6.006708	6.006708	
"2022"	28.94676	28.94676	28.94676	28.94676	28.94676	
"2023"	7.060319	7.060319	7.060319	7.060319	7.060319	
"2024"	35.70958	35.70958	35.70958	35.70958	35.70958	
"2025"	13.12147	13.12147	13.12147	13.12147	13.12147	
"2026"	10.60908	10.60908	10.60908	10.60908	10.60908	
"2027"	10.58004	10.58004	10.58004	10.58004	10.58004	
"2028"	12.15050	12.15050	12.15050	12.15050	12.15050	
"2029"	10.52458	10.52458	10.52458	10.52458	10.52458	
"2030"	10.83147	10.83147	10.83147	10.83147	10.83147	
"2031"	11.20351	11.20351	11.20351	11.20351	11.20351	
"2032"	10.09812	10.09812	10.09812	10.09812	10.09812	
"2033"	9.955387	9.955387	9.955387	9.955387	9.955387	
"2034"	10.41659	10.41659	10.41659	10.41659	10.41659	
"2035"	10.64790	10.64790	10.64790	10.64790	10.64790	
"2036"	10.11363	10.11363	10.11363	10.11363	10.11363	
"2037"	10.94372	10.94372	10.94372	10.94372	10.94372	
"2038"	10.31742	10.31742	10.31742	10.31742	10.31742	
"2039"	10.92007	10.92007	10.92007	10.92007	10.92007	
"2040"	10.88364	10.88364	10.88364	10.88364	10.88364	
"2041"	9.830080	9.830080	9.830080	9.830080	9.830080	
"2042"	10.83035	10.83035	10.83035	10.83035	10.83035	
"2043"	10.35401	10.35401	10.35401	10.35401	10.35401	
"2044"	10.28161	10.28161	10.28161	10.28161	10.28161	
"2045"	9.794218	9.794218	9.794218	9.794218	9.794218	
"2046"	9.745849	9.745849	9.745849	9.745849	9.745849	
"2047"	9.449519	9.449519	9.449519	9.449519	9.449519	
"2048"	9.143167	9.143167	9.143167	9.143167	9.143167	
"2049"	9.903726	9.903726	9.903726	9.903726	9.903726	
"2050"	10.63185	10.63185	10.63185	10.63185	10.63185	
"2051"	9.105666	9.105666	9.105666	9.105666	9.105666	
"2052"	10.89862	10.89862	10.89862	10.89862	10.89862	

!Result: PA_TQ_Losses_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	22.92476	22.92476	22.92476	22.92476	22.92476	
"2018"	24.09487	24.09487	24.09487	24.09487	24.09487	
"2019"	21.72083	21.72083	21.72083	21.72083	21.72083	
"2020"	15.70239	15.70239	15.70239	15.70239	15.70239	
"2021"	15.36914	15.36914	15.36914	15.36914	15.36914	
"2022"	15.75658	15.75658	15.75658	15.75658	15.75658	
"2023"	17.84389	17.84389	17.84389	17.84389	17.84389	
"2024"	14.89615	14.89615	14.89615	14.89615	14.89615	
"2025"	13.60143	13.60143	13.60143	13.60143	13.60143	
"2026"	13.44416	13.44416	13.44416	13.44416	13.44416	
"2027"	13.18357	13.18357	13.18357	13.18357	13.18357	
"2028"	12.98874	12.98874	12.98874	12.98874	12.98874	
"2029"	12.90791	12.90791	12.90791	12.90791	12.90791	
"2030"	14.21625	14.21625	14.21625	14.21625	14.21625	
"2031"	13.24370	13.24370	13.24370	13.24370	13.24370	
"2032"	13.30604	13.30604	13.30604	13.30604	13.30604	
"2033"	13.02811	13.02811	13.02811	13.02811	13.02811	
"2034"	13.56750	13.56750	13.56750	13.56750	13.56750	
"2035"	13.37019	13.37019	13.37019	13.37019	13.37019	
"2036"	13.18688	13.18688	13.18688	13.18688	13.18688	
"2037"	13.69871	13.69871	13.69871	13.69871	13.69871	
"2038"	13.72433	13.72433	13.72433	13.72433	13.72433	
"2039"	13.12950	13.12950	13.12950	13.12950	13.12950	
"2040"	13.37663	13.37663	13.37663	13.37663	13.37663	
"2041"	13.67307	13.67307	13.67307	13.67307	13.67307	
"2042"	13.16840	13.16840	13.16840	13.16840	13.16840	
"2043"	12.98654	12.98654	12.98654	12.98654	12.98654	
"2044"	13.58600	13.58600	13.58600	13.58600	13.58600	
"2045"	13.58884	13.58884	13.58884	13.58884	13.58884	
"2046"	13.29536	13.29536	13.29536	13.29536	13.29536	
"2047"	13.06452	13.06452	13.06452	13.06452	13.06452	
"2048"	13.53481	13.53481	13.53481	13.53481	13.53481	
"2049"	13.36832	13.36832	13.36832	13.36832	13.36832	
"2050"	13.32160	13.32160	13.32160	13.32160	13.32160	
"2051"	13.36417	13.36417	13.36417	13.36417	13.36417	
"2052"	13.76612	13.76612	13.76612	13.76612	13.76612	

!Result: PPlant_a_evap_total_outflow
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	2.399894	2.399894	2.399894	2.399894	2.399894	
"2018"	2.472968	2.472968	2.472968	2.472968	2.472968	
"2019"	2.564973	2.564973	2.564973	2.564973	2.564973	
"2020"	2.346999	2.346999	2.346999	2.346999	2.346999	
"2021"	2.033912	2.033912	2.033912	2.033912	2.033912	
"2022"	2.448443	2.448443	2.448443	2.448443	2.448443	
"2023"	2.491386	2.491386	2.491386	2.491386	2.491386	
"2024"	2.322736	2.322736	2.322736	2.322736	2.322736	
"2025"	2.043380	2.043380	2.043380	2.043380	2.043380	
"2026"	2.035959	2.035959	2.035959	2.035959	2.035959	
"2027"	2.029076	2.029076	2.029076	2.029076	2.029076	
"2028"	2.021898	2.021898	2.021898	2.021898	2.021898	
"2029"	2.007852	2.007852	2.007852	2.007852	2.007852	
"2030"	2.079177	2.079177	2.079177	2.079177	2.079177	
"2031"	2.043194	2.043194	2.043194	2.043194	2.043194	
"2032"	2.029433	2.029433	2.029433	2.029433	2.029433	
"2033"	2.014007	2.014007	2.014007	2.014007	2.014007	
"2034"	2.046391	2.046391	2.046391	2.046391	2.046391	
"2035"	2.071224	2.071224	2.071224	2.071224	2.071224	
"2036"	2.015415	2.015415	2.015415	2.015415	2.015415	
"2037"	2.055714	2.055714	2.055714	2.055714	2.055714	
"2038"	2.076609	2.076609	2.076609	2.076609	2.076609	
"2039"	2.028185	2.028185	2.028185	2.028185	2.028185	
"2040"	2.070139	2.070139	2.070139	2.070139	2.070139	
"2041"	2.076838	2.076838	2.076838	2.076838	2.076838	
"2042"	2.028605	2.028605	2.028605	2.028605	2.028605	
"2043"	2.005935	2.005935	2.005935	2.005935	2.005935	
"2044"	2.085517	2.085517	2.085517	2.085517	2.085517	
"2045"	2.081518	2.081518	2.081518	2.081518	2.081518	
"2046"	2.036022	2.036022	2.036022	2.036022	2.036022	
"2047"	2.005585	2.005585	2.005585	2.005585	2.005585	
"2048"	2.071080	2.071080	2.071080	2.071080	2.071080	
"2049"	2.052267	2.052267	2.052267	2.052267	2.052267	
"2050"	2.041468	2.041468	2.041468	2.041468	2.041468	
"2051"	2.023477	2.023477	2.023477	2.023477	2.023477	
"2052"	2.036822	2.036822	2.036822	2.036822	2.036822	

!Result: Riego_bosques_cte
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2018"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2019"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2020"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2021"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2022"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2023"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2024"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2025"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2026"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2027"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2028"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2029"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2030"	13.00000	13.00000	13.00000	13.00000	13.00000	
"2031"	13.00000	13.00000	13.00000	13.00000	13.00000	
